Id,CurrentAge,LotArea,PorchArea,TotalBaths,OverallQual,OverallCond,GrLivArea,SaleType,SaleCondition,MSZoning,Story,StoryFinish,SalePrice,TotRmsAbvGrd
1304,5,8688,59,2,7,5,1616,WD,Normal,RL,one,finished,232000,7
1305,6,3363,40,2,7,5,1708,WD,Normal,RM,two,finished,130000,7
1306,3,13173,102,2,9,5,1652,WD,Normal,RL,one,finished,325000,6
1307,4,6955,35,2,7,5,1368,New,Partial,RL,one,finished,202500,6
1308,15,8072,64,1,5,5,990,WD,Normal,RL,one,finished,138000,5
1309,5,12000,36,1,5,7,1122,WD,Normal,RM,one,finished,147000,6
1310,19,7153,51,2,6,5,1294,WD,Normal,RL,one,finished,179200,6
1311,8,17500,369,2,7,8,1902,WD,Normal,RL,one,finished,335000,7
1312,3,8814,98,2,7,5,1274,New,Partial,RL,one,finished,203000,6
1313,20,9572,0,3,8,5,2810,WD,Normal,RL,two,finished,302000,9
1314,11,14774,30,3,9,5,2599,WD,Normal,RL,two,finished,333168,10
1315,56,8190,36,1,4,6,948,WD,Normal,RL,one,finished,119000,5
1316,41,11075,0,3,6,5,2112,WD,Normal,RL,two,finished,206900,9
1317,2,10226,42,2,8,5,1630,WD,Normal,RL,one,finished,295493,8
1319,8,14781,150,2,8,5,1787,WD,Normal,RL,one,finished,275000,7
1320,56,10215,0,1,4,5,948,WD,Normal,RL,one,finished,111000,5
1321,53,8400,216,2,6,3,1478,WD,Normal,RL,one,finished,156500,6
1322,60,6627,0,1,3,6,720,WD,Normal,RL,one,finished,72500,4
1323,18,10186,39,3,7,5,1923,WD,Normal,RL,two,finished,190000,8
1324,60,5330,0,1,4,7,708,WD,Normal,RL,one,finished,82500,5
1325,3,9986,49,2,8,5,1795,New,Partial,RL,one,finished,147000,7
1326,60,3636,100,1,4,4,796,WD,Normal,RM,one,finished,55000,5
1327,4,4270,286,1,3,6,774,WD,Normal,RH,one,finished,79000,6
1328,2,6600,0,1,5,9,816,WD,Normal,RL,one,finished,130500,5
1330,12,9084,28,3,7,5,1632,WD,Normal,RL,two,finished,176500,8
1331,4,10000,45,2,8,5,1588,WD,Normal,RL,one,finished,227000,7
1332,34,10780,0,1,5,5,954,WD,Normal,RL,split,finished,132500,6
1333,52,8877,0,1,4,6,816,WD,Normal,RL,one,finished,100000,3
1334,15,7200,255,2,5,6,1360,WD,Normal,RM,one_and_half,finished,125500,6
1335,40,2368,36,2,5,6,1365,WD,Normal,RM,two,finished,125000,7
1336,33,9650,16,2,6,5,1334,WD,Normal,RL,one,finished,167900,6
1337,37,9246,211,2,5,5,1656,WD,Normal,RL,one,finished,135000,8
1338,60,4118,20,1,4,4,693,WD,Normal,RM,one,finished,52500,4
1339,8,13450,91,3,7,5,1861,WD,Normal,RL,two,finished,200000,8
1340,38,9560,0,1,5,7,864,WD,Normal,RL,one,finished,128500,5
1341,39,8294,0,1,4,5,872,WD,Normal,RL,one,finished,123000,5
1342,6,13695,78,1,6,5,1114,WD,Normal,RL,one,finished,155000,6
1343,8,9375,87,3,8,5,2169,WD,Normal,RL,two,finished,228500,7
1344,60,7558,0,2,6,6,1913,WD,Normal,RL,one_and_half,finished,177000,9
1345,4,11103,0,3,7,5,1456,New,Partial,RL,two,finished,155835,8
1346,60,6000,168,1,4,4,960,WD,Normal,RM,one,finished,108500,5
1347,7,20781,370,2,7,7,2156,WD,Normal,RL,one,finished,262500,9
1348,3,15306,0,2,8,5,1776,New,Partial,RL,one,finished,283463,7
1349,12,16196,25,2,7,5,1494,WD,Normal,RL,one,finished,215000,5
1350,23,5250,74,2,8,5,2358,WD,Normal,RM,two,finished,122000,8
1351,41,11643,0,4,5,5,2634,WD,Normal,RL,two,finished,200000,12
1352,48,9247,204,2,6,6,1716,WD,Normal,RL,two,finished,171000,8
1353,10,6000,0,1,6,9,1176,WD,Normal,RM,one_and_half,finished,134900,4
1354,14,14720,86,3,8,5,3238,WD,Normal,RL,one_and_half,finished,410000,9
1355,10,10316,184,3,7,5,1865,WD,Normal,RL,two,finished,235000,7
1356,18,10192,98,3,7,6,1920,WD,Normal,RL,split,finished,170000,8
1357,44,9477,0,1,5,5,892,WD,Normal,RL,one,finished,110000,5
1358,2,12537,0,2,5,6,1078,WD,Normal,RL,one,finished,149900,6
1360,5,16737,45,2,9,5,1980,WD,Normal,RL,one,finished,315000,8
1361,12,9842,301,4,5,6,2601,WD,Normal,RL,two,finished,189000,8
1362,5,16158,36,2,7,5,1530,WD,Normal,RL,one,finished,260000,7
1363,3,12513,0,2,4,4,1738,WD,Normal,RL,one_and_half,finished,104900,7
1364,3,8499,36,3,6,5,1412,New,Partial,RL,two,finished,156932,6
1368,33,2665,26,2,5,6,1475,WD,Normal,RM,two,finished,127000,6
1369,6,4435,0,1,6,5,848,WD,Normal,RM,one,finished,144000,4
1370,7,10635,262,2,8,5,1668,WD,Normal,RL,one,finished,232000,8
1371,60,5400,198,1,4,6,1374,WD,Normal,RL,one_and_half,finished,105000,6
1372,14,9600,206,1,6,6,1661,WD,Normal,RL,split,finished,165500,8
1373,12,9750,170,3,7,6,2097,WD,Normal,RL,two,finished,274300,8
1374,8,11400,140,3,10,5,2633,WD,Normal,RL,one,finished,466500,8
1376,3,10991,36,2,8,5,1571,New,Partial,RL,one,finished,239000,7
1377,60,6292,141,1,6,5,790,WD,Normal,RL,one,finished,91000,4
1378,50,10998,68,2,5,5,1604,WD,Normal,RL,one_and_half,finished,117000,6
1379,37,1953,0,2,6,5,987,WD,Normal,RM,two,finished,83000,5
1380,3,9735,0,3,5,5,1394,WD,Normal,RL,split,finished,167500,7
1381,60,8212,96,1,3,3,864,WD,Normal,RL,one,finished,58500,5
1382,40,12925,42,3,6,7,2117,WD,Normal,RL,one,finished,237500,7
1383,60,7200,221,2,7,7,1762,WD,Normal,RM,two,finished,157000,8
1384,3,25339,112,2,5,7,1416,WD,Normal,RL,one,finished,112000,7
1385,60,9060,0,1,6,5,1258,WD,Normal,RL,one_and_half,finished,105000,6
1386,3,5436,96,1,4,8,1154,WD,Normal,RM,one_and_half,finished,125500,7
1387,32,16692,552,4,7,5,2784,WD,Normal,RL,two,finished,250000,12
1389,3,14892,39,2,9,5,1746,WD,Normal,RL,one,finished,377500,7
1390,60,6000,0,1,6,6,1218,WD,Normal,RM,one_and_half,finished,131000,6
1391,10,9100,36,2,7,5,1525,WD,Normal,RL,one,finished,235000,6
1392,43,8944,152,2,5,5,1584,WD,Normal,RL,one,finished,124000,8
1393,43,7838,144,1,5,5,900,WD,Normal,RL,split,finished,123000,6
1394,10,10800,237,2,6,7,1912,WD,Normal,RM,one_and_half,finished,163000,7
1395,4,4045,20,2,7,5,1500,New,Partial,RL,one,finished,246578,6
1396,4,12665,39,3,8,5,2482,WD,Normal,RL,two,finished,281213,9
1397,60,57200,50,1,5,5,1687,WD,Normal,RL,one,finished,160000,7
1398,6,6120,150,2,5,8,1513,WD,Normal,RM,two,finished,137500,8
1399,28,7200,168,2,5,4,1904,WD,Normal,RL,one_and_half,finished,138000,7
1400,20,6171,16,3,6,6,1608,WD,Normal,RL,one_and_half,finished,137450,7
1401,60,6000,112,1,6,7,1158,WD,Normal,RM,one_and_half,finished,120000,5
1402,6,7415,75,3,6,5,1593,WD,Normal,RL,two,finished,193000,8
1403,4,6762,55,2,7,5,1294,New,Partial,RL,one,finished,193879,6
1404,3,15256,160,2,8,5,1464,WD,Normal,RL,one,finished,282922,6
1406,5,3842,208,2,8,5,1646,WD,Normal,RM,one,finished,275000,5
1407,3,8445,0,1,5,7,768,WD,Normal,RL,split,finished,133000,5
1408,25,8780,0,1,5,5,833,WD,Normal,RL,one,finished,112000,5
1409,60,7740,168,1,4,7,1363,WD,Normal,RM,two,finished,125500,6
1410,19,20544,63,3,7,6,2093,WD,Normal,RL,two,finished,215000,7
1411,9,12420,45,3,7,5,1840,WD,Normal,RL,two,finished,230000,6
1412,5,9600,0,2,6,8,1668,WD,Normal,RL,one_and_half,finished,140000,6
1413,60,7200,0,2,4,5,1040,WD,Normal,RL,one,finished,90000,6
1415,10,13053,220,2,6,7,1848,WD,Normal,RL,one_and_half,finished,207000,8
1416,3,3635,20,2,7,5,1569,WD,Normal,RL,one,finished,175900,7
1417,60,11340,114,2,4,6,2290,WD,Normal,RM,two,finished,122500,11
1418,12,16545,126,3,8,5,2450,WD,Normal,RL,two,finished,340000,7
1420,41,16381,289,2,6,5,1844,WD,Normal,RL,one,finished,223000,7
1421,42,11700,288,3,6,6,1416,WD,Normal,RL,two,finished,179900,7
1422,33,4043,220,2,6,5,1069,WD,Normal,RL,one,finished,127500,4
1423,7,4435,0,1,6,5,848,WD,Normal,RM,one,finished,136500,3
1425,27,9503,28,1,5,5,1344,WD,Normal,RL,one,finished,144000,6
1426,51,10721,39,1,6,6,1252,WD,Normal,RL,one,finished,142000,7
1427,16,10944,132,3,7,5,2127,WD,Normal,RL,two,finished,271000,5
1428,60,10930,0,2,5,6,1558,WD,Normal,RL,one_and_half,finished,140000,6
1430,29,12546,99,2,6,7,1440,WD,Normal,RL,one,finished,182900,7
1431,5,21930,40,3,5,5,1838,WD,Normal,RL,two,finished,192140,7
1432,34,4928,60,2,6,6,958,WD,Normal,RL,one,finished,143750,5
1433,3,10800,0,2,4,6,968,WD,Normal,RL,one,finished,64500,5
1434,10,10261,0,3,6,5,1792,WD,Normal,RL,two,finished,186500,8
1435,33,17400,41,2,5,5,1126,WD,Normal,RL,one,finished,160000,5
1437,39,9000,0,1,4,6,864,WD,Normal,RL,one,finished,120500,5
1438,2,12444,370,2,8,5,1932,New,Partial,RL,one,finished,394617,7
1439,14,7407,316,1,6,7,1236,WD,Normal,RM,one,finished,149700,6
1440,31,11584,304,3,7,6,1725,WD,Normal,RL,split,finished,197000,6
1441,16,11526,0,2,6,7,2555,WD,Normal,RL,two_and_half,finished,191000,11
1442,6,4426,0,1,6,5,848,WD,Normal,RM,one,finished,149300,3
1444,60,8854,138,1,6,6,952,WD,Normal,RL,one_and_half,unfinished,121000,4
1445,6,8500,60,2,7,5,1422,WD,Normal,RL,one,finished,179600,7
1446,44,8400,252,1,6,5,913,WD,Normal,RL,split,finished,129000,6
1447,48,26142,39,1,5,7,1188,WD,Normal,RL,one,finished,157900,6
1448,14,10000,65,3,8,5,2090,WD,Normal,RL,two,finished,240000,8
1449,10,11767,24,2,4,7,1346,WD,Normal,RL,two,finished,112000,6
1451,36,9000,45,4,5,5,1792,WD,Normal,RL,two,finished,136000,8
1452,1,9262,36,2,8,5,1578,New,Partial,RL,one,finished,287090,7
1453,5,3675,28,1,5,5,1072,WD,Normal,RM,split,finished,145000,5
1456,10,7917,40,3,6,5,1647,WD,Normal,RL,two,finished,175000,7
1457,22,13175,0,2,6,6,2073,WD,Normal,RL,one,finished,210000,7
1458,4,9042,60,2,7,9,2340,WD,Normal,RL,two,finished,266500,9
1459,14,9717,112,1,5,6,1078,WD,Normal,RL,one,finished,142125,5
1460,45,9937,68,2,5,6,1256,WD,Normal,RL,one,finished,147500,6
